,RSI,MACD_Hist,MACD_Hist_Slope,BB_Pct,BB_Width,Returns,Vol_20d,Vol_5d,Current_Drawdown_5d,Current_Drawdown_20d,Current_Return_5d,ADX_14,Debt_to_Equity,Net_Profit_Margin,Current_Ratio,Altman_Z,Retained_Earnings_TA,Market_Value_to_Liab,VIX_Close,SPY_Trend_50,SPY_Trend_200,VIX_5d_Delta,VIX_10d_Delta,SPY_Trend_Accel,Yield_Spread_10Y2Y,Is_Yield_Inverted,Yield_Spread_Delta_20d
Net_Profit_Margin,0.030870964813157847,-0.00030798490033314053,0.0002795079707351622,0.02467551009911756,-0.16270838880892374,-0.01170398063132574,-0.060678385324440635,-0.03704084982195463,0.14808055726423117,0.16423179332048035,-0.02819324679505518,-0.002051380157405928,-0.08472386465142728,1.0,0.09963814604984558,0.16566034469947932,0.08858717065686188,0.14537265921038534,-0.00463085702641066,-0.018845321175901528,-0.01392172599198717,0.00042667006755219114,0.0016354901220390515,0.0010103950861485968,0.0009225760822799198,0.018904773206202086,-0.00982352549317621
Current_Ratio,-0.014874993744087659,-0.0006847984142857777,-6.928158569908675e-05,-0.011793303498786828,0.032702158148562754,0.0021249095576581375,0.013477554732620833,0.007491633680208233,-0.04275413881538876,-0.046739007493077335,0.004772179740394707,0.005096286012360821,-0.3906396504463982,0.09963814604984558,1.0,0.5167826119791632,-0.002215918417032278,0.5510165770898173,0.0027953229430574718,-0.0007049001528264614,0.0027866084250012233,-3.1284830274418825e-05,-0.000124621860046502,-0.0004275451901924907,0.046786354350599836,-0.017024806768442657,0.0009125006471781355
Altman_Z,-0.0030575474840273706,-0.0036567161034935895,0.000894310626294435,-0.0024574901369297003,-0.037994753608184606,-0.004045030562010605,-0.01955275202492329,-0.01085139917435017,0.03089958562577217,0.026991039779199155,-0.00897494845950916,0.019769370021832555,-0.5542171216751223,0.16566034469947932,0.5167826119791632,1.0,0.36231272982435037,0.9298621981815969,0.006337078015429912,-0.01240313981670469,0.0035298974095870845,0.0017792051117799755,0.0030808615910252047,-0.00021352918115061259,0.012614755485302526,0.0038843880310360773,-0.002767129308447041
Retained_Earnings_TA,0.015763007138284026,-0.002975981891800521,0.00035728184292786204,0.008946114209306612,-0.12477909537268737,-0.008148706278569184,-0.044132152053833015,-0.025288364439817794,0.10910716146679825,0.11874173939569187,-0.01793823247920721,-0.02849509558753123,-0.38957575023900176,0.08858717065686188,-0.002215918417032278,0.36231272982435037,1.0,0.053200975489815686,-0.00598702931818135,4.970299102508619e-05,-0.0014222443637319125,-0.000243322107722688,-0.0005409511266849619,0.0005249861670720916,0.0018048489791166712,0.012762658843204369,-0.0003364689014376131
Market_Value_to_Liab,-0.010785219082385599,-0.0031126370201151445,0.000979831949189316,-0.0064664749144605705,0.0015699089966715045,-0.0018608573047840745,-0.007165506383437524,-0.0035454426734012295,-0.005301503573671366,-0.013199243478665645,-0.004230582654115904,0.029842512989410333,-0.5085040252395343,0.14537265921038534,0.5510165770898173,0.9298621981815969,0.053200975489815686,1.0,0.009674307959879691,-0.012562598368535249,0.0053915858911674774,0.0018528976668097065,0.003324284882177974,-0.0004006464746558733,0.0036965106404314037,0.007500580807441202,-0.002316396627885506
VIX_Close,-0.22098261692958726,-0.03382516268649714,-0.010061595546424423,-0.18068308001295982,0.1981037671523377,-0.005689467128576057,0.014953374211530276,0.017011758346653715,-0.29381534150204125,-0.3138771131598316,-0.011547561387995123,0.029096092760493228,0.0017509102571802606,-0.00463085702641066,0.0027953229430574718,0.006337078015429912,-0.00598702931818135,0.009674307959879691,1.0,-0.5838043638121364,-0.6027351609893506,0.2547692692270608,0.3242265157121155,-0.1914676531082439,0.0047292457482936935,-0.012849371978309898,-0.11728092100665864
SPY_Trend_50,0.38965235613807936,0.06452833563393064,0.003125894051702066,0.32955525529417634,-0.11913533014475691,0.010113259274441394,-0.005403906475758596,-0.007908277103629992,0.2735399754616526,0.34161012190964496,0.02204690368882888,-0.09070264482367664,-0.00214863905692566,-0.018845321175901528,-0.0007049001528264614,-0.01240313981670469,4.970299102508619e-05,-0.012562598368535249,-0.5838043638121364,1.0,0.6478977258423855,-0.26807683025117046,-0.39430159224518385,0.31236031244988666,0.023949655691918207,0.025475073416675063,0.1874897206044056
SPY_Trend_200,0.23802224395105145,0.013297708436255641,0.001835424632910971,0.16902370360294447,-0.13668059241183972,0.0068748186724751185,-0.0007743892930800651,-0.005724182323428579,0.2069521383842209,0.25310951423835265,0.01512915388645577,-0.01539946846198337,-0.0027336329075011356,-0.01392172599198717,0.0027866084250012233,0.0035298974095870845,-0.0014222443637319125,0.0053915858911674774,-0.6027351609893506,0.6478977258423855,1.0,-0.09458312220175026,-0.1437150723633101,0.06898726596605496,0.11567985716049252,-0.04744700213049235,0.22690105834332633
VIX_5d_Delta,-0.19732777657536205,-0.08086219606239367,-0.09699864613932681,-0.2558728964532545,-0.0074975868772925525,-0.015731088865855343,-0.002974291539574783,-0.0006616650581056894,-0.26308344104726394,-0.1368167179392774,-0.03230463426062227,0.026152146755287813,0.0004504462315227802,0.00042667006755219114,-3.1284830274418825e-05,0.0017792051117799755,-0.000243322107722688,0.0018528976668097065,0.2547692692270608,-0.26807683025117046,-0.09458312220175026,1.0,0.6362742567157947,-0.8049973647755364,-0.0023412951703697706,-0.006758837134518406,-0.08342356635653807
VIX_10d_Delta,-0.24729734305253137,-0.12278034011783727,-0.0473637539025714,-0.2999689287367299,0.02002114205505116,-0.010904966014837163,-0.0017346049957657427,0.005694166805758335,-0.23637214140437368,-0.20285839238524256,-0.02286704528972165,0.06633525521362194,0.0006906839491368466,0.0016354901220390515,-0.000124621860046502,0.0030808615910252047,-0.0005409511266849619,0.003324284882177974,0.3242265157121155,-0.39430159224518385,-0.1437150723633101,0.6362742567157947,1.0,-0.5896462565269647,0.005018341940635136,-0.017011008473051786,-0.08226110840148801
SPY_Trend_Accel,0.24240843941253454,0.11504670657287021,0.10597364506739883,0.32862117607007507,0.01699908227418859,0.015704771024412163,4.33856656944002e-05,-0.0006808457935672229,0.28677990920791613,0.16728483508019965,0.035693924498879905,-0.02269174724917777,-0.0005390257443564566,0.0010103950861485968,-0.0004275451901924907,-0.00021352918115061259,0.0005249861670720916,-0.0004006464746558733,-0.1914676531082439,0.31236031244988666,0.06898726596605496,-0.8049973647755364,-0.5896462565269647,1.0,-0.001987519714295593,0.00817140461750281,0.07739596191060355
Yield_Spread_10Y2Y,0.05926658771109803,-0.0007141992217406743,0.0007966449526770402,0.040778602165233054,-0.06997364381851616,-0.0009839121460546029,-0.011226004267816473,-0.007665609794603134,0.07749325720267708,0.09455077635444518,-0.001607665793794037,0.01372243327436052,-0.06457835964355686,0.0009225760822799198,0.046786354350599836,0.012614755485302526,0.0018048489791166712,0.0036965106404314037,0.0047292457482936935,0.023949655691918207,0.11567985716049252,-0.0023412951703697706,0.005018341940635136,-0.001987519714295593,1.0,-0.611308192563394,0.02361525900103528
Is_Yield_Inverted,-0.02603102410329359,0.003161653064405752,-0.00027865084571525875,-0.01777371449266181,0.015338303939327304,-0.00021451646423216602,-0.00016554541323133434,0.0005592783285908036,-0.02021542311529708,-0.03046608855753672,-0.0010118968552331313,-0.009281865484141907,0.01188226673346526,0.018904773206202086,-0.017024806768442657,0.0038843880310360773,0.012762658843204369,0.007500580807441202,-0.012849371978309898,0.025475073416675063,-0.04744700213049235,-0.006758837134518406,-0.017011008473051786,0.00817140461750281,-0.611308192563394,1.0,0.021006737540711598
Yield_Spread_Delta_20d,0.09751767878133656,-0.009381466755895055,0.01171369168914937,0.08681761413042254,-0.010716475782289011,0.002841191111334879,0.0029580868866134623,0.0001556931061413167,0.06400119694062273,0.07503405271551991,0.007353789288124905,-0.0062644152718137345,-1.9093397116838193e-06,-0.00982352549317621,0.0009125006471781355,-0.002767129308447041,-0.0003364689014376131,-0.002316396627885506,-0.11728092100665864,0.1874897206044056,0.22690105834332633,-0.08342356635653807,-0.08226110840148801,0.07739596191060355,0.02361525900103528,0.021006737540711598,1.0
